Gene,Number of connections,Connected genes
MMP24,5,GNAI1 REST ACTA1 GNAI2 POTEKP 
KTN1,5,KLC2 KLC1 RHOG FAM20A RAC1 
VPS4A,5,CHMP4B CHMP1B VPS28 LEMD2 SNF8 
DEPTOR,5,MLST8 IGBP1 RICTOR RPS6KB1 PRR5 
ITGB1BP1,5,GABPA MAFF CEBPB MYC TFAP2A 
TNFRSF10B,5,SP1 FAS SMPD1 TRADD CASP10 
S100A10,5,PLAT ANXA2 MBD3 ZNF217 STAT1 
SPRR3,5,POU5F1 PPL JUN TCHH TGM1 
VPS45,5,COG3 COG1 RBSN COG6 COG8 
DFFB,5,KPNA1 HMGB2 HMGB1 USF2 DFFA 
KSR1,5,PEBP1 MAPK1 SFN FAM131B BRAP 
FBXL16,5,MYLIP HERC5 CUL1 SKP2 FBXW12 
ASF1A,5,RB1 HMGA2 HMGA1 EP400 HIRA 
ITPKA,5,PLCG1 PLCD4 PLCB4 PLCD3 PLCE1 
RPL27A,5,SSR2 RPL21 SMG9 RPL35A PPP2R2A 
ITPKC,5,INPP5A PLCE1 PLCD3 PLCG1 PLCB3 
VILL,5,ZNF589 ZNF175 CREB3 SMAD1 ZNF644 
KANSL1,5,WDR5 HMGN3 ZBTB11 MCRS1 ZHX2 
ARFGAP1,5,SPTAN1 ARF3 ARL1 SPTBN2 CLTB 
MGST1,5,KLF2 CYP2E1 CYP1B1 EPHX1 NFE2L2 
RPL5,5,TAF1 RPS21 RPL35A RPS12 RPS27A 
CATSPERG,5,YY1 ELF1 CATSPER3 CATSPER2 CATSPER1 
BSN,5,SYN1 CTBP2 STX1A RAB3A DNAJC5 
TOB1,5,PABPC5 PABPC4 PABPC3 PABPC1L2A PABPC1 
TOB2,5,PABPC5 PABPC4 PABPC1 PABPC3 PABPC1L2A 
PDGFD,5,MST1R PLG INSRR RASA1 CSF1R 
CAT,5,FOXO6 SOD1 SOD2 FOXO3 PEX13 
MGAT1,5,TGIF2 CXXC4 MGAT2 ARID2 MAN2A1 
BTBD1,5,COMMD1 COPS7B COPS2 GPS1 COPS5 
TRPC1,5,CACNA1G TRPC4 TRPC7 BMPR2 STIM1 
MFN2,5,ATG5 MAP1LC3A UBC MFN1 MTERF3 
TOMM20,5,MYC USP30 TOMM22 SNAPC4 TOMM7 
PCDHA7,5,PCDHA2 CTNNB1 CTNNA3 PCDHGC5 CDHR1 
RPS13,5,RRP36 RPS9 DDX49 RPS3A RPS12 
CASP7,5,ACTB STK24 PARP3 CASP8 CLSPN 
BTG3,5,PABPC5 PABPC4 PABPC3 PABPC1 PABPC1L2A 
KCNJ6,5,GABBR2 DRD1 CHRM3 CHRM2 GNB4 
MFAP1,5,EFEMP2 MFAP5 MFAP2 MYC FBLN5 
SLC2A1,5,MYC ARNT PRKAG2 PRKAB1 PRKAG1 
PCDH7,5,CDH13 PCDHB13 PCDHGA8 PCDHA1 PCDHB11 
TRPV4,5,PRKCQ PRKACB PRKCD PRKCH PRKG2 
KANSL3,5,PHF20 NR3C1 MCRS1 KANSL2 JUND 
BRPF1,5,MEAF6 KAT6B ING5 KAT6A PML 
SCAP,5,INSIG1 MBTPS1 INSIG2 SEC24C SAR1B 
TNNI1,5,TNNC2 PRKG1 PRKG2 MYL1 TNNT1 
KAT6A,5,JUND NCOA2 TP53 ING5 BRPF1 
MAPK8IP1,5,REST MAP3K11 MAPK8 MAPK10 RELN 
TNNI2,5,NEB ACTN3 DES TCAP DMD 
DHRS2,5,MYBL1 PPARGC1A MYC SRF CTCF 
SLC25A21,5,WT1 ZBTB11 CREB1 ZNF197 ZNF217 
PPP5C,5,FKBP5 UBE2V2 MAP3K5 BRAF RAD50 
CBX6,5,PHC3 RING1 MAPK14 BMI1 KDM6B 
DHX37,5,EXOSC7 RPS8 TBL3 RRP36 RRP9 
MICALL2,5,RAB8B RAB13 ACTN4 ACTN1 RAB8A 
TNNT1,5,TCAP TPM1 ACTN3 TNNI1 TNNC2 
PCDH1,5,CDH19 CTNNA2 DCHS1 1X PCDHB10 
SLC25A5,5,VDAC3 SLC25A6 VDAC1 RIPK1 CAMK2B 
TNPO1,5,KIF17 TFAP2A SP3 EXOSC9 NUP85 
CBLC,5,SH3GLB2 SH3GL1 IGF1R FGFR3 EGFR 
PPP2R5E,5,AKT2 CACNA2D1 YWHAQ BTRC ARRB1 
FGB,5,PLAT CHUK SERPIND1 CSK SERPINE2 
TNRC18,5,ZNF92 ZHX1 HBP1 MBD3 KDM5B 
DOK1,5,GFRA1 PTPRB PTK6 PTPN1 CSK 
LDLRAD3,5,ZNF589 POU5F1 CREB3 SMAD1 ZNF644 
SERPINE2,5,USF2 SERPINC1 FGB PROC MEF2C 
GRAMD4,5,NR3C1 ZC3H8 KDM5B TERF2 NR2F1 
LTB,5,EGR1 PSMB7 PSMC3 PSMD3 PSMB4 
STRADA,5,STK11 STK26 BRSK1 SIK3 PRKAG3 
NCF2,5,CLTB COPA VCAM1 MAPK1 NCF4 
CNIH1,5,STX5 AREG SEC31A TRAPPC2B SEC24C 
NCEH1,5,NR4A1 CREB3L2 PBX1 ATF6B ATF2 
SETD1A,5,HDAC1 GATA1 MYNN PRMT1 KAT2B 
DSG1,5,CASP3 DSP PKP1 PKP4 PKP3 
HNRNPF,5,HBP1 SMAD1 ESRP1 TXNL4A CWC15 
NQO1,5,TP63 ESR1 KLF2 NFE2L2 ODC1 
RABEP1,5,GGA3 GGA2 GGA1 NR3C1 RAB5B 
RPS6KA5,5,HMGN1 CBX3 LPAR4 ATF1 MAPK1 
HNRNPK,5,NCBP2 CEBPD CBX8 SRRT SYMPK 
NR1D1,5,RAI1 MYC ATF2 CRTC3 TBL1X 
TAF7,5,IER2 POU2F3 LARP7 CDK7 HEY1 
RGS14,5,GNAI2 GNAI1 ITGAM GNAO1 ITGAL 
RAB9A,5,IGF2R PLEKHM2 GDI1 VPS54 GCC2 
PHAX,5,CCNK NUP43 NUP205 ICE1 POLR2C 
RGS18,5,GNAO1 GNA15 GNA11 GNAI2 GNAI1 
PKM,5,GCK HIF1A PRKACB HK1 MYC 
HOMEZ,5,FOS CEBPZ EBF1 CTCF NFYA 
TAF1B,5,MTA3 POLR1B KAT2B POLR2H DEK 
RGS13,5,PLCL1 PLCD3 PLCE1 PLCD1 PLCB1 
CNOT10,5,PABPC1 EIF4A1 CNOT6L CNOT2 CNOT3 
STRADB,5,STK11 STK26 SIK3 BRSK1 PRKAG3 
GRIP1,5,TSPAN7 AP2A2 AP2M1 AP2S1 NCOA3 
RRAGD,5,SZT2 KPTN SLC38A9 PRKAG3 ATP6V1F 
CNTN5,5,GPLD1 NME2 SATB1 TERF2 GTF2B 
HLA-H,5,TRAV19 VAMP8 CALR TRBV7-9 SEC24A 
DUSP22,5,EGR1 MEF2C STAT3 RXRA PAX5 
GRIN2D,5,CALML6 CACNA1G DLG4 RHOQ CALML5 
NPHP1,5,TUBB4B MARK4 RPGRIP1L HAUS3 HSP90AA1 
ACTR3C,5,BRK1 WASF1 ARPC1A ARPC5L WASF3 
FMR1,5,USF1 SP1 CXXC4 CYFIP2 CYFIP1 
STUB1,5,GPR37L1 HSPA2 BIRC3 HSPA9 HSP90AA1 
HMGA1,5,AAAS ASF1A CEBPB NUP214 TP53 
GRIK2,5,GRIK5 GRIK1 RHOG GRIN2C RHOJ 
SMCR8,5,RAB8A ULK1 TBK1 ULK2 WDR41 
ATP2A2,5,SEL1L NOTCH1 HRC THRB CAMK2A 
ADAM12,5,DLL1 EGF SH3PXD2A ITGB1 ITGA9 
PHF21A,5,MBD3 REST RBBP4 SUDS3 CHD4 
STRBP,5,ZNF92 KLF3 NCOA3 GTF2B TERF2 
ADAM23,5,LGI3 CACNG4 LGI2 CACNG8 ADAM22 
PHF20,5,KANSL3 TP53 USF1 MDM4 OGT 
RPS6KB2,5,RPTOR SP1 RPS6 ESR2 AKT1 
HOXA10,5,SIRT2 ITGB3 EMX2 ESR1 CTBP2 
NDUFA5,5,TIMMDC1 NDUFA6 NDUFS7 NDUFA9 NDUFAF7 
EME1,5,RMI2 RAD51D FANCC RAD50 BARD1 
PLA2G2A,5,GNA11 GNAQ GPC1 PLA2R1 MAPK1 
ZFPM2,5,GATA6 GATA5 GATA3 WT1 GATA1 
NRG1,5,RPS27A GRIN2A SOS1 EREG PTPN12 
HPS1,5,GDI2 RAB32 RAB38 HPS4 GDI1 
RNF44,5,ARID2 ZBTB11 CXXC4 HMGN3 SMAD5 
PFKFB4,5,PRKAG1 HIF1A PRKAG2 PRKAA1 PRKAB1 
NRG4,5,PIK3CA BTC PTPN12 IRAK1 PTK6 
NRP2,5,KDR VEGFC VEGFA TEAD1 NRCAM 
HRC,5,ATP2A2 ATP2A3 TRDN FAM20C ATP2A1 
RAB11FIP3,5,ASAP1 EXOC5 RAB11A EXOC6 EXOC7 
CLP1,5,NCBP1 XAB2 LSM3 GTF2F1 SRSF4 
HRH3,5,GRK1 GNAL GNG5 GRK4 CLTC 
SERPINB5,5,TP53 TP63 AR ESR1 ZZZ3 
ADIPOR2,5,PRKAG2 STK11 PRKAG1 PRKAA2 PRKAB2 
SERPINB2,5,ZNF750 PLAT PROC PLAUR JUN 
SERPINB13,5,CTSG CTSK CTSL CTSV USF1 
CLDN5,5,EP300 PARD3 TJP1 GATA4 TJP3 
CLDN4,5,TJP1 TJP3 GATA4 PARD3 ZNF175 
EVL,5,APBB1IP DIAPH1 PAX5 SLIT2 EP300 
RTN1,5,PCGF2 ZNF639 ZNF318 PDX1 NCOA3 
SMARCA2,5,PBX3 CEBPB ZMIZ2 COPRS SMAD4 
RAB21,5,SBF1 CHML CHM SBF2 ANKRD27 
RAB27A,5,RAD21 MYRIP GDI1 CHM MADD 
RAB2A,5,GORASP1 TBC1D1 SLC2A4 RAB1A RABGGTB 
SHANK2,5,DLGAP1 DLGAP4 DBNL SHARPIN DLG3 
UBE2N,5,CHUK PRKCQ HERC2 GTF2H2 RNF111 
PGK1,5,RAD21 TCF12 CREBBP ATF1 NFIC 
BAG6,5,GABPA CYB5A PRNP STX5 EMD 
CTSB,5,NLRP3 ETS1 XIAP USF1 COL18A1 
RAB5C,5,GGA2 GGA1 EEA1 GGA3 RIN1 
ZKSCAN2,5,RFX5 MAX TFAP2A SMARCC1 CEBPB 
RAB4A,5,TBC1D16 RAB14 CRK KIFAP3 CRKL 
RGS5,5,GNAO1 GNA15 GNA11 GNAI2 GNAI1 
TWIST2,5,GABPA CD44 RUNX2 CTCF RAD21 
FOSB,5,MAFG EP300 SRF MAPK9 EGR2 
NAMPT,5,CYBB CCNT2 ZNF318 SMAD5 STAT3 
RGS9,5,PDE6C PDE6A CCT2 GNB5 CCT8 
RAB3GAP1,5,RAB6A CAPZB CHML DYNC1LI2 GALNT2 
DUSP9,5,MAPK8 MAPK1 SMAD5 MAPK14 MAPK3 
SMPD3,5,EGF MADD REST TRADD NSMAF 
NR5A2,5,PDX1 PCGF2 UBE2I PIAS1 ZNF217 
NR6A1,5,MED1 ZBTB7A SIX5 RAD21 POU5F1 
RHOBTB1,5,PDE5A ZNF83 KLF3 CUL3 ROCK2 
NOX1,5,PRKCE PRKCB ACVR1 RAC1 BMPR1A 
LOXL1,5,MFAP2 MFAP5 TLL1 ELN BMP1 
CLDN2,5,TJP3 TJP1 PARD3 GATA4 LEF1 
NOG,5,BMPR1B RGMA BMP5 BMP7 BMPR1A 
LRIG1,5,HHEX TP53 UBC ERBB4 USP8 
HCAR2,5,NPY EDN3 EDN2 GNAI1 GHRL 
PIAS4,5,IRF1 UBB XRCC6 UBE2V2 STAT4 
SYN1,5,DNAJC5 BSN ZNF197 CTBP2 EGR1 
COX7B,5,COX19 SCO2 MT-CO1 LRPPRC COX7C 
LRFN4,5,PTPRF PTPRD DLG3 PTPRS MBD3 
GTF3C2,5,POLR3G GTF3C5 POLR3E GTF3C4 BRF1 
RRM2B,5,TP53 TXN GLRX SNAPC4 NFKB1 
ATP6V0E1,5,ITFG2 TCIRG1 ATP6V0C ATP6V1E1 ATP6V0B 
SYNJ2,5,SLC2A8 SLC18A3 PLCG2 UBC CLTC 
COX16,5,COX5B COX4I1 COX19 MT-CO1 SURF1 
CRHR2,5,UCN KLF4 GNAS UCN2 UCN3 
FLNC,5,FBLIM1 ITGA4 ACTG1 CAMK2A MAP2K4 
COX5B,5,COX16 COX14 SOD1 COX20 COX5A 
ZNF638,5,CEBPD GLYR1 CEBPB ZNF467 KLF5 
FLOT1,5,SDCBP KAT2A FLOT2 CEBPB SORBS1 
NONO,5,PER2 SPI1 MATR3 PER1 MEF2C 
HEATR1,5,NOP58 UTP18 RRP1 UTP15 RPS27L 
CRNKL1,5,PPIL1 LSM7 SF3A1 POLR2G U2SURP 
SGK2,5,FOXO6 FOXO1 PDPK1 SCNN1B UBB 
HBEGF,5,MMP17 CDC37 DIAPH1 EGFR EGF 
ATP6V1E2,5,ATP6V0D1 MIOS RPTOR ATP6V1G3 ATP6V0A1 
SYCE2,5,STAG1 SMC1A SMC1B UBE2I SYCE1 
RBM4,5,ARNTL CTCF CREM CLOCK CREB1 
GYG1,5,GAA POU2F1 AGL UBC EPM2A 
ZYX,5,F2R VASP ILK CTNNB1 LIMS1 
ZWILCH,5,BIRC5 CKAP5 BUB1 RCC2 SPDL1 
RCOR1,5,RBBP4 MTA3 SUDS3 BDNF RBBP7 
ATP6V1B1,5,ATP6V0A2 RRAGB ATP6V0B ATP6V1H LAMTOR5 
ABCA1,5,NR1H2 APOA1 USF1 ZDHHC8 PRKACB 
HACL1,5,PEX10 PEX5 PEX12 PEX13 CEBPZ 
UBE2E2,5,PARK2 ZNF197 KLF3 TERF1 SUMO1 
ABCA13,5,TERF2 ZNF750 ZNF92 SOX2 NME2 
NLGN4X,5,DLG3 DLGAP1 DLGAP4 SHANK1 NRXN3 
NHLRC4,5,MYNN BRF2 KDM5B ZBTB11 HMGN3 
CPQ,5,ZNF639 ZNF584 BRF2 ZNF644 NCOA3 
EPHB6,5,PSEN1 AP2B1 DNM1 PSENEN EPHB1 
NHEJ1,5,POLM POLL XRCC6 HHEX DCLRE1C 
LRRC32,5,CTCF HEY1 JUN YY1 MYC 
LRP3,5,MMP15 MMP14 APBB1 APBB2 NCSTN 
NFS1,5,FXN MPST TST ISCU LYRM4 
ATP6V1D,5,ATP6V0D1 ATP6V0E2 ATP6V0B ATP6AP1 MTOR 
LRRC41,5,COMMD1 COPS7B COPS2 RHOBTB3 CUL5 
SUMF2,5,STS SUMF1 ARSH ARSJ ARSI 
CRY1,5,PPP1CB CLOCK PRKAA2 UBC ARNTL 
COL11A1,5,ADAMTS14 PTK2B COL2A1 P3H1 SERPINH1 
ACOX2,5,PEX10 PEX12 RXRG RXRB PEX5 
ACKR4,5,CCL8 CCL13 CCL25 CCL19 CCL21 
COLEC10,5,MASP1 C4A COLEC11 MASP2 C4B 
ZNF384,5,ELF1 EGR1 ZBTB11 ELK4 GABPA 
RFTN1,5,NME2 FOXP1 EBF1 ZNF207 ETV6 
ZNF354A,5,CTCF SIX5 SNAPC4 ZNF274 STAT1 
NDUFB4,5,ACAD9 NDUFA11 NDUFAF4 NDUFV2 NDUFA1 
RAP1GAP2,5,RAP1B PRKG1 TERF1 YWHAB SIPA1 
RFX2,5,EGR1 MBD1 SETDB1 ZHX1 PBX3 
SUCNR1,5,GNAI1 GHRL EDN2 NPY EDN3 
PIKFYVE,5,VAC14 PIK3R1 PIK3C2G PIK3R2 PLCG2 
GTF2E1,5,ICE1 INTS3 RPAP2 INTS1 CDK9 
RANBP1,5,GTF2F1 JUN KPNB1 RANGAP1 NUTF2 
PHIP,5,RAD21 GLYR1 CTCF GABPA ZNF83 
COL26A1,5,PPIB SERPINH1 P3H1 CRTAP FURIN 
LSM2,5,WBP4 SF3B1 HNRNPM SNRPN SRSF7 
COL25A1,5,SERPINH1 PPIB CRTAP P3H1 FURIN 
RGL2,5,RRAS MRAS RALB RRAS2 RALA 
TAC1,5,GNA15 CYSLTR1 GNA11 CYSLTR2 GNG2 
NDUFA8,5,MT-ND2 NDUFA11 NDUFC2 NDUFB9 NDUFB3 
RALBP1,5,RRAS2 MRAS ZNF197 RALA CDC42 
CSF3R,5,IFNG IFNE CUL5 UBE2D1 JAK2 
ACKR3,5,CTCF EBF1 ZNF207 GPSM1 GNG2 
CSF2RB,5,IFNE IL20 SHC1 TSLP IL24 
RRM1,5,RRM2 TXN YY1 GLYR1 GLRX 
GTF2A1,5,ARID1A INTS1 ICE2 TAF4 NCBP2 
SGMS1,5,GTF2B TERF1 SMAD1 JAK1 IL2RG 
GSTT2B,5,NFE2L2 KLF2 CYP2E1 EPHX1 CYP1B1 
LPL,5,ANGPTL4 APOH APOE ANGPTL3 PPARG 
SMARCD1,5,SMARCC1 SMARCB1 SMAD5 SP2 ACTG1 
ERCC8,5,CUL4A POLR2J POLR2I LIG3 XRCC1 
RRP1,5,NOP58 UTP18 RPS9 HEATR1 RRP7A 
SYT9,5,NRXN3 NRXN2 NRXN1 AAK1 CLTA 
ZNF473,5,HSF1 E2F6 STAT1 NRF1 SNRPE 
GSTM5,5,NFE2L2 CYP1B1 KLF2 CYP2E1 EPHX1 
RASAL3,5,RRAS RRAS2 STAT3 NRAS MRAS 
COPZ2,5,COPG1 COPG2 COG5 CAPZA1 COG6 
RASAL1,5,RRAS2 RRAS MRAS KRAS ADNP 
ZNF460,5,HSF1 RFX5 MAFF USF1 CEBPB 
LPIN1,5,MBD1 CDK1 MTOR CNEP1R1 EP300 
RASA2,5,GNA12 RRAS2 KRAS MRAS RRAS 
PIK3R4,5,ATG13 DYNLL2 CHMP4A RBSN ULK1 
CSF1,5,FGFR2 FAM20A TEK FLT1 ITGB3 
SFRP2,5,WNT3 WNT6 WNT10A WNT16 WNT8B 
RTN3,5,EP300 LRFN2 LRFN3 BACE1 BACE2 
PDCD11,5,UTP20 RPS16 WDR3 EXOSC4 EXOSC1 
ATG4B,5,MAP1LC3B GABARAPL2 GABARAP GABARAPL1 MAP1LC3A 
MAFA,5,NKX2-2 PAX6 RFX6 FOXA2 PDX1 
CHRNA3,5,CHRNB2 CHRND CHRNE CHRNG CHRNA5 
BBS7,5,BBS12 BBS10 BBS9 BBS2 CCT5 
CFB,5,C3 CFD CR1 C5 CD55 
CXCL5,5,XCR1 TFAP2A NFKB1 CXCR3 CXCR4 
CXCL9,5,MAP2K6 MAP2K3 IRF3 STAT1 GNB1 
CFC1,5,NODAL SMAD3 ACVR2B LEFTY1 ACVR2A 
OPRL1,5,GNAI3 GNAI1 PENK PNOC ARRB2 
XRCC3,5,RTEL1 SPIDR RAD51B RMI2 BRIP1 
UCP3,5,MYC PPARA PPARD ZNF197 ZNF274 
DPAGT1,5,SIX5 ZBTB11 ATF1 ARID2 TGIF2 
F13A1,5,NFIC SERPINC1 ITGB1 PROC ITGA4 
NUP54,5,TPR NCBP2 NUP85 NUP50 NUP107 
NUP62,5,NUP155 CDCA8 NUP214 SNRPE KPNA2 
SIN3B,5,SMO SAP18 GLI3 NCOA6 ARRB2 
CHP1,5,HYAL2 LYVE1 SLC9A1 STAB2 HMMR 
BCAR3,5,ZNF750 CDC42 TERF1 ARID2 SMAD1 
BCAS2,5,LSM5 SRRT SRSF2 CD2BP2 SNRPE 
SELPLG,5,ITGAM SELP SELE ESAM SELL 
F10,5,SERPINC1 ITGAM F7 F5 F3 
NUP155,5,NUP62 NUP98 NUP37 SYMPK NEK6 
SUPV3L1,5,ZNF589 ZNF584 FOXK1 MYC ZNF318 
CWC25,5,SYF2 SYMPK SUGP1 CASC3 PRPF8 
CHCHD1,5,MRPL45 MRPS24 MRPL23 MRPL27 MRPS21 
CHST15,5,CSPG4 CXXC4 CSPG5 DCN ZNF92 
MAEL,5,MOV10L1 PIWIL2 TDRKH HSP90AA1 TDRD12 
RIN2,5,HHEX FOXP1 HRAS CHM GDI1 
RNF2,5,BMI1 CSNK2A1 DNMT3A SUMO1 RING1 
TFEC,5,RAD21 ZNF92 LHX2 CTCF POU5F1 
RIN3,5,RAB31 ZNF197 ZNF750 TERF1 RAB5A 
AHNAK,5,ANXA2 TERF1 SMAD1 ACTG1 MBD3 
STIM1,5,ORAI3 ORAI2 ITPR3 TRPC1 ORAI1 
NUP210,5,SNRPE KPNA1 NPM1 RNPS1 GCK 
BBS1,5,BBS5 BBS9 SSTR3 BBS2 CCT4 
YME1L1,5,STOML2 PARL GLYR1 SMDT1 E2F1 
IGLC7,5,VAV1 IGKV3D-20 DOCK1 PIK3R2 GRAP2 
MVB12A,5,CHMP3 VPS25 VPS28 STAM UBB 
OPTN,5,GABARAPL2 TBK1 TBC1D17 PLK1 PPP1R12B 
STC2,5,MBD3 TGIF2 ARID2 HBP1 FAM20C 
IFT80,5,DYNC2H1 DYNC2LI1 IFT46 DYNLL2 CLUAP1 
MTNR1A,5,GNG12 GNAI3 CLTA GNG4 GNGT2 
TDRD1,5,PIWIL2 PAX5 TDRKH MOV10L1 HSP90AA1 
DYNLRB1,5,IFT88 IFT140 DYNC2LI1 SMAD2 DCTN4 
TERF2IP,5,TERF1 TERF2 SMC1A POLR2I SUN2 
STAG3,5,SMC1B SUN2 LMNA RAD21 ACD 
PSMD2,5,PAK2 ANAPC1 PSMD9 UCHL5 PSMD14 
LGALS7,5,GABPA TCF12 SPI1 MEF2C RAD21 
SEMA4C,5,PLXNB3 PLXNB1 IRF2 SMAD5 ZNF207 
PER2,5,NONO ARNTL CREB1 CLOCK UBC 
PERP,5,TP53 DSG4 DSC3 DSP DSC2 
IGHM,5,IGKV1-5 IGKV1-12 CD22 IGHV3-30 SOS1 
OCLN,5,PPP2R2D PARD6A PPP2R2C CASP3 PPP2CA 
TEX9,5,ZNF639 ARID2 ZHX2 HBP1 TERF2 
CYTH2,5,ARRB1 PIK3C2G IPCEF1 PTEN RHOA 
DYNLT1,5,GIPC1 NGF RGS19 TUBB4B BDNF 
CHCHD4,5,ZBTB11 COX19 CHCHD3 CHCHD5 GFER 
IGHV3-11,5,IGHV1-69 IGHV3-48 MS4A2 IGLV2-14 PIK3R2 
SSU72,5,TAF8 TAF13 INTS5 PPP1CB GTF2F1 
IGHV3-23,5,IGKV3-20 ARPC5 SOS1 IGHV3-30 IGKV2-30 
TFAM,5,POLRMT TFB2M EGR1 PPARGC1A CTCF 
ALS2,5,CHM RAC1 GDI2 CHML GDI1 
MALT1,5,PDPK1 IKBKB CASP8 MAPK14 TRAF6 
OAZ1,5,AURKAIP1 AZIN1 PSMC5 PSMD10 PSMC6 
CYP17A1,5,CREB3L4 SP3 ATF2 CREB3L2 PBX1 
MAGEC2,5,MAX MYC CTCF TFAP2A JUND 
TDRKH,5,TDRD6 TDRD9 PIWIL4 MAEL TDRD1 
PSMD11,5,CD40 UBA52 RBX1 PSMD10 CDC6 
LEFTY2,5,AMHR2 ACVR1C ACVRL1 ACVR1B BAMBI 
PEX1,5,PEX5 0 2 UBC ZFAND6 
DAZAP1,5,PABPC5 PABPC3 PABPC1L2A PABPC1 PABPC4 
RNF111,5,GTF2H4 CETN2 RPS27A SUMO3 UBE2N 
IGFALS,5,MAPK3 MAPK1 STAT3 IGFBP5 GSK3B 
TEAD3,5,TCF7L1 TEAD2 YAP1 TCF7 CCND2 
SSRP1,5,WDR61 MNAT1 ERCC3 CTDP1 CSNK2B 
CFL2,5,SSH3 SSH2 SSH1 LIMK2 ACTG1 
MTMR6,5,MTMR9 INPP4A PLCB2 PIP4K2C PI4KA 
MTA3,5,SNAI3 TAF1B ARID4A RCOR1 MBD3 
IGFBP4,5,ESR1 PAPPA2 PAPPA FAM20A LRP6 
MTMR3,5,PI4KA PI4K2B PI4K2A INPP4A SACM1L 
TUBB3,5,ACTR1B DYNLRB2 DYNC1H1 CCT8 ARHGEF2 
ATG9A,5,TFE3 SUPT20H SH3GLB1 MITF PIK3C3 
MT-ND4L,5,PINK1 PRKACB SNCA MAPT TARDBP 
PSMC3IP,5,RPA3 DMC1 MND1 ATM CREB1 
LYPLA1,5,ABHD17C NOS3 ABHD17B KRAS HRAS 
HSP90B1,5,CDC37 MSR1 FAM20A CNPY3 NOS3 
IKZF2,5,RAD21 NFKB1 MEF2A BATF SRF 
TBC1D4,5,RAB8A YWHAB SLC2A4 YWHAZ TBC1D1 
SIK1,5,CREM STK11 YWHAQ EP300 CREBBP 
BCL9L,5,NR3C1 MEN1 PYGO2 KMT2D APC 
GPR143,5,GNA11 GNA15 CYSLTR1 GNG2 SETDB1 
TBCB,5,TUBA1A SETDB1 TUBA1C TUBA3D TBCE 
RNF31,5,OTULIN XIAP IKBKG TRAF5 TRADD 
IKBKE,5,TOPORS CD14 LSP1 TRIM4 TRIM25 
EXOSC1,5,UTP18 0 NOP58 UTP6 PDCD11 
CKAP4,5,SFTPA1 SFTPA2 ZDHHC2 FAM20A SFTA3 
DCP2,5,EXOSC8 EXOSC6 EXOSC4 KHSRP LSM6 
UBR2,5,RNF217 RNF19B LMO7 FBXO41 FBXL18 
RHOT2,5,TRAK2 MYO19 PINK1 RAP1GDS1 TRAK1 
AFG3L2,5,PMPCB SMDT1 PHB2 GLYR1 TGIF2 
CIT,5,PPP1R12A PRC1 KIF14 MYH10 RAC1 
BAP1,5,FOXK1 ASXL1 ASXL2 OGT UBB 
CENPH,5,HJURP MAD2L1 SMC1A CKAP5 CDCA5 
RPS6KA4,5,CLTA CREB3L2 ATF2 MAPK3 AP2M1 
NUBP2,5,BRIP1 CIAPIN1 CIAO1 ABCB7 NDOR1 
CLDN11,5,BRF2 GATA4 TJP1 TJP3 PARD3 
ADRA1D,5,GNAI3 GNAI2 GNAI1 CYSLTR2 ARRB2 
MYO3A,5,CAPZA1 CASK PLS1 TRIOBP ESPN 
PLA2G4C,5,GNA13 RASGRP2 PLCG1 MAPK1 GNAI2 
PLA2G4D,5,RASGRP2 GNA13 GNAZ MAPK1 MAPK3 
PYGO1,5,ASH2L ARID1A SMAD4 KMT2D SMARCAL1 
PLA2G4E,5,MAPK10 RASGRP2 MAPK3 GNAZ GNA13 
EXOC5,5,ASAP1 RAB11FIP3 EXOC4 EXOC8 RAC1 
CELSR2,5,PCDHB7 CTNNB1 PCDHB18P PCDHA6 PCDHGA8 
LIN7C,5,STX1A CASK APBA1 PPFIA3 PPFIA4 
HSD17B4,5,PEX5 PEX12 SP1 TFAP2A PEX10 
UGT1A1,5,AKR1C2 ADH5 ADH1C ADH6 CBR1 
CLDN10,5,PARD3 TJP1 TJP3 GATA4 HES1 
TBC1D10A,5,RAB35 SYTL1 ZNF750 ARF6 ZC3H8 
PVR,5,TIGIT GLI3 CD96 CD226 ITGAV 
EXOC6,5,EXOC4 C2CD5 RAC1 RAB11FIP3 EXOC1 
DCTN5,5,KIF3B CD55 COG4 DNAH14 DNAH11 
CIITA,5,MAFK EP300 HLA-DOA HLA-DQA1 CEBPG 
IGHV3-53,5,IGHV1-2 CRP ARPC4 ACTR2 BLNK 
MYH14,5,PPP1CB ROCK2 ACTB MYL9 EP300 
PTPN3,5,GRB2 MAPK12 STAM EPGN HGS 
ZBTB16,5,JUP CCNA1 CCNA2 DUSP6 RBX1 
EIF4B,5,EIF3B CNOT6L EIF4A3 RPS27A RPS19 
PEX14,5,DHRS4 UBB ECI2 PIPOX PEX13 
TBX5,5,GATA4 KAT2B TCF12 USF2 SIX5 
PTN,5,MDK CTTN FRS2 PTPRZ1 JAK3 
ELF3,5,MAML2 PRKCI NOTCH1 KDM5B SMARCB1 
IGLV3-1,5,IGLV7-43 IGLV2-14 IGHV1-46 IGKV3-20 SH3KBP1 
ZBTB17,5,SMAD3 NRF1 HDAC1 MYC MAX 
SIK3,5,STK11 STRADB STRADA YWHAB YWHAE 
ATG9B,5,TFE3 SUPT20H SH3GLB1 MITF ATG13 
